participant_id,condition,participant_uid,image_path,trial_type,user_response,boundary_position,RT,encoding_RT
00016,Both_item_task,Both_item_task_00016,Objects\137a.jpg,Target,Target,Mid,1.0311455999981265,1.0154322000016691
00016,Both_item_task,Both_item_task_00016,Scenes\015b.jpg,Lure,Foil,Post,1.417703499999334,1.9772728999996616
00016,Both_item_task,Both_item_task_00016,Scenes\188a.jpg,Target,Target,Post,1.667343000000983,1.1784881000021414
00016,Both_item_task,Both_item_task_00016,Scenes\180a.jpg,Target,Target,Pre,6.904916099996626,0.8159778000008373
00016,Both_item_task,Both_item_task_00016,Objects\158a.jpg,Target,Target,Mid,1.1547176999993098,0.9393983999980264
00016,Both_item_task,Both_item_task_00016,Scenes\054a.jpg,Target,Foil,Pre,3.8739728999971694,0.8164399999986927
00016,Both_item_task,Both_item_task_00016,Objects\084b.jpg,Lure,Lure,Post,1.5183595999988029,2.2626443000008294
00016,Both_item_task,Both_item_task_00016,Objects\033a.jpg,Target,Target,Mid,1.1722248000005493,1.6375938999990467
00016,Both_item_task,Both_item_task_00016,Objects\116a.jpg,Target,Target,Pre,2.6821804999999586,1.10329289999936
00016,Both_item_task,Both_item_task_00016,Objects\140a.jpg,Target,Target,Post,1.2786265999966415,2.376549000000523
00016,Both_item_task,Both_item_task_00016,Foils\scenes28.jpg,Foil,Foil,,1.9551669000029503,
00016,Both_item_task,Both_item_task_00016,Scenes\153b.jpg,Lure,Foil,Post,2.744509699998161,1.4444108999996388
00016,Both_item_task,Both_item_task_00016,Objects\105a.jpg,Target,Lure,Pre,1.9974242999996927,1.088246600000275
00016,Both_item_task,Both_item_task_00016,Foils\066a.jpg,Foil,Target,,1.962333699997544,
00016,Both_item_task,Both_item_task_00016,Scenes\174a.jpg,Target,Lure,Post,7.099362499997369,1.4622836000016832
00016,Both_item_task,Both_item_task_00016,Objects\121a.jpg,Target,Target,Pre,1.066553999997268,2.9300048999975843
00016,Both_item_task,Both_item_task_00016,Objects\089b.jpg,Lure,Lure,Pre,1.7880984000003082,1.0481422999982897
00016,Both_item_task,Both_item_task_00016,Objects\143b.jpg,Lure,Target,Post,3.1292059000006702,2.501113900001656
00016,Both_item_task,Both_item_task_00016,Foils\scenes14.jpg,Foil,Foil,,1.2380608999992546,
00016,Both_item_task,Both_item_task_00016,Scenes\061b.jpg,Lure,Target,Pre,3.0737626000009186,1.061750499997288
00016,Both_item_task,Both_item_task_00016,Foils\049a.jpg,Foil,Foil,,2.786437300001125,
